case_id,case_type,razorpay_payment_id,razorpay_order_id,razorpay_sub_id,razorpay_token_id,razorpay_customer_id,amount_paise,currency,method,card_network,error_code,error_source,error_step,error_reason,error_description,decline_class,subscription_status,retry_count,max_retries,created_at,last_attempt_at,next_retry_at,case_status,recovery_method,recovered_amount_paise,contact_phone,contact_email,invoice_id,company_name,gstin,aging_bucket,checkout_stage,amount_rupees,recovered_amount_rupees
48e13b41-24c7-4e61-80a8-96ddd339e992,checkout_drop_off,pay_YhwvcYxGlovpnd,order_yzhKsons7MkUKt,,,cust_BAkc5QB9OG94id,154600,INR,upi,visa,CHECKOUT_DROP_OFF,customer,checkout_funnel,preferred_bank_missing,Abandoned at payment_method_selected: preferred_bank_missing,soft,,0,3,2026-08-05T09:42:59.997650+05:30,2026-08-05T09:42:59.997650+05:30,,closed,payment_link,0,+917766616956,nisha.sharma480@yahoo.co.in,,,,,payment_method_selected,1546.0,0.0
7ffe6c4e-9b7b-4678-8c61-fe468d728923,mandate,pay_wZALwGkYcLzwYD,order_K5Tjz5XpgAsQgK,,token_cFSPLQM4hmbABv,cust_gvnak5vgsVvdmC,87200,INR,netbanking,,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,,3,3,2026-08-05T10:16:18.997650+05:30,2026-08-23T14:16:18.997650+05:30,,escalated,voice,0,+917788616052,kiara.reddy545@gmail.com,,,,,,872.0,0.0
ad7c17c7-96eb-4bb7-9621-191a6e6eec57,mandate,pay_ZtfF6rRCe0ifSe,order_m0zlp9i5azr5Kl,,token_iX4BBbiBdX6FXD,cust_R4AfiAVFI1e8MR,311800,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,,1,3,2026-08-05T10:24:13.997650+05:30,2026-08-11T10:24:13.997650+05:30,,recovered,auto_retry,311800,+917788541859,aarav.thakur716@rediffmail.com,,,,,,3118.0,3118.0
cfb3c31f-842f-4283-a837-62526dce19ce,subscription,pay_2zFaGZfZQi3NUi,order_1VePewq6fpvktx,sub_hZqfQ69cGtjl9s,token_5vH5J95xjl1ep7,cust_otfrOSnhTJruZX,414000,INR,card,visa,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,halted,3,3,2026-08-05T11:10:39.997650+05:30,2026-09-05T15:10:39.997650+05:30,,escalated,voice,0,+917766506258,ananya.patel502@gmail.com,,,,,,4140.0,0.0
5f00d811-45d7-4c4d-b7ce-13ce06ad55f3,subscription,pay_QkA7UBK68x3zZN,order_6Or01dYjsWgUXq,sub_hmzMfjjUqK64ZX,token_TaGSuWwAlpumez,cust_iYDEVbFAF0fl3m,1029900,INR,emandate,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_cancelled,Your payment has been cancelled.,soft,halted,3,3,2026-08-05T11:12:44.997650+05:30,2026-09-05T16:12:44.997650+05:30,,escalated,voice,0,+919123667318,nisha.sharma125@hotmail.com,,,,,,10299.0,0.0
6b477f5f-ab6d-4d4a-806e-fafd7e009d50,subscription,pay_hMyxZ5C1PDo1vV,order_pNL3KiQFmqm37o,sub_HwkyinG874aDQj,token_hdZmh13raJ5EIv,cust_fzWLXGKmLuf4DE,1301300,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,card_enrollment_check,card_not_enrolled,Your card is not enabled for online payments.,hard,pending,0,0,2026-08-05T11:35:06.997650+05:30,2026-08-05T11:35:06.997650+05:30,,closed,manual,0,+919988761214,aditya.mishra63@yahoo.co.in,,,,,,13013.0,0.0
b67ffe39-6b0a-4201-862d-f95a66e83ac2,subscription,pay_joUxgKezN74ON0,order_W0ndXmM6Q63oRm,sub_2Bd32gt6tlNlx3,token_Up4U7n0fHwlVwT,cust_VoJIrsZmNDxtSv,378200,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,card_enrollment_check,card_not_enrolled,Your card is not enabled for online payments.,hard,pending,0,0,2026-08-05T11:36:26.997650+05:30,2026-08-05T11:36:26.997650+05:30,,closed,manual,0,+917788473702,neha.singh5@outlook.com,,,,,,3782.0,0.0
5d539994-b62e-4993-91ab-101ca83be0b5,mandate,pay_KtoYis41lXj1BI,order_OfBtu8HEHZX4d2,,token_MkSojb24hBf23Q,cust_YnRT4OMU2hGocZ,207500,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,payment_failed,Payment was declined by the bank.,technical,,3,3,2026-08-05T11:42:29.997650+05:30,2026-08-23T10:42:29.997650+05:30,,recovered,auto_retry,207500,+919123982404,nisha.thakur443@hotmail.com,,,,,,2075.0,2075.0
8ef5fe7e-a633-4fac-868f-6bd819e9be75,mandate,pay_ryq1xXpPjAyeKM,order_HJLuMmNrIccMqn,,token_MDA4izyTBKFu0I,cust_6zdPU7IuWsC4h9,147700,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,debit_instrument_inactive,Your card is currently inactive.,technical,,1,3,2026-08-05T11:45:16.997650+05:30,2026-08-23T10:45:16.997650+05:30,,recovered,auto_retry,147700,+917766572801,ananya.dey615@outlook.com,,,,,,1477.0,1477.0
9600ed1b-3881-4db9-8bfa-8b56994db062,subscription,pay_g1RZ20K0wQEflR,order_PmmaeXthU2fK8y,sub_sLMQriTczv8p5N,token_PekBzqqeUR5rgD,cust_eNVecfUUsPD0sw,550300,INR,netbanking,,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,halted,3,3,2026-08-05T11:46:46.997650+05:30,2026-08-11T16:46:46.997650+05:30,,escalated,voice,0,+919876325488,isha.yadav578@outlook.com,,,,,,5503.0,0.0
509991e2-d9eb-41a7-a708-5c3dafc3347a,mandate,pay_XrHGxyFa1sFjtq,order_PSvv1HEC0dfAXf,,token_AQuz88XE0W5lfn,cust_H4Dm8WUg8s0b7M,589700,INR,card,mastercard,GATEWAY_ERROR,gateway,payment_authorization,gateway_technical_error,Payment did not go through due to a temporary issue.,technical,,4,3,2026-08-05T12:33:45.997650+05:30,2026-09-09T15:33:45.997650+05:30,,escalated,voice,0,+917788500924,suresh.chauhan144@yahoo.co.in,,,,,,5897.0,0.0
7e53c84c-dff5-4df2-82ca-465b69c84980,checkout_drop_off,pay_CFH1wu7EMTJFa7,order_ke5F6jIgCleXwV,,,cust_DWaEEQIo8s5DSt,108400,INR,upi,visa,CHECKOUT_DROP_OFF,customer,checkout_funnel,bank_page_latency_timeout,Abandoned at otp_abandoned: bank_page_latency_timeout,soft,,0,3,2026-08-05T13:12:25.997650+05:30,2026-08-05T13:12:25.997650+05:30,,closed,payment_link,0,+917766399427,nisha.bose98@gmail.com,,,,,otp_abandoned,1084.0,0.0
b81103b5-b562-4edc-99e8-474925b9a5f6,payment,pay_hyQ0afr8y3T7TC,order_ewxRILWDFTnZc4,,,cust_7mhNUGVfAuyW6n,56500,INR,upi,,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,,1,3,2026-08-05T13:43:24.997650+05:30,2026-08-08T10:43:24.997650+05:30,,recovered,auto_retry,56500,+919988682140,pooja.das977@rediffmail.com,,,,,,565.0,565.0
1e589480-fe2f-457e-80b9-ab738681613d,payment,pay_wUtTi9sYZWVUCQ,order_WqLe0ShDSkQFl1,,,cust_AZOTjsyFHoJi4U,1030900,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,transaction_limit_exceeded,Maximum transaction limit exceeded for the day.,soft,,3,3,2026-08-05T13:46:21.997650+05:30,2026-09-06T11:46:21.997650+05:30,,escalated,voice,0,+917788741733,amit.roy425@yahoo.co.in,,,,,,10309.0,0.0
c9d84f09-f528-423f-8cd6-cfb0efbc211d,checkout_drop_off,,order_SQvdoiXcixoyoE,,,cust_V52s7elotr197U,163200,INR,card,visa,CHECKOUT_DROP_OFF,customer,checkout_funnel,window_shopping_exit,Abandoned at cart_abandoned: window_shopping_exit,soft,,0,3,2026-08-05T13:53:45.997650+05:30,2026-08-05T13:53:45.997650+05:30,,recovered,payment_link,163200,+919123862606,isha.singh614@outlook.com,,,,,cart_abandoned,1632.0,1632.0
666c18a0-9428-4576-9e55-c41e08f4401e,payment,pay_ZyQocxHvNz9Dik,order_qFk76xG42RY8bT,,,cust_2c6vc62AFRoGvx,43800,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,transaction_limit_exceeded,Maximum transaction limit exceeded for the day.,soft,,3,3,2026-08-05T13:59:58.997650+05:30,2026-08-27T15:59:58.997650+05:30,,escalated,voice,0,+919123826292,arjun.roy70@outlook.com,,,,,,438.0,0.0
6412d6ce-1630-4919-be37-0692e029cbb6,checkout_drop_off,pay_8HtYCc8JOQE7ls,order_01wdcU6C9PGic9,,,cust_VIbYfGKK8evz7H,205000,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,saved_card_unavailable,Abandoned at payment_method_selected: saved_card_unavailable,soft,,0,3,2026-08-05T14:00:06.997650+05:30,2026-08-05T14:00:06.997650+05:30,,closed,payment_link,0,+919876081440,kavita.ghosh324@yahoo.co.in,,,,,payment_method_selected,2050.0,0.0
31bbc933-5e87-4d99-bfdc-8fbd8f43c130,checkout_drop_off,pay_hvTyyZ7sSbn5T6,order_8N529xrBLx8Lmw,,,cust_2WHzSDTyPb3oLi,118700,INR,upi,visa,CHECKOUT_DROP_OFF,customer,checkout_funnel,3ds_auth_cancelled,Abandoned at otp_abandoned: 3ds_auth_cancelled,soft,,0,3,2026-08-05T14:01:47.997650+05:30,2026-08-05T14:01:47.997650+05:30,,closed,payment_link,0,+917766236001,rajesh.verma816@yahoo.co.in,,,,,otp_abandoned,1187.0,0.0
0fdb7c19-c0c7-4e28-b144-d481b2493f40,payment,pay_vmwmxYMxMeho9Y,order_kIy3i7BNT447Mp,,,cust_wVz0bNw7blBmha,53500,INR,upi,,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,,3,3,2026-08-05T14:17:31.997650+05:30,2026-08-28T14:17:31.997650+05:30,,escalated,voice,0,+919123612805,aarav.banerjee857@outlook.com,,,,,,535.0,0.0
2cf9caed-7dd8-467a-a867-3e3e6d68cb3f,payment,pay_0FKD4MLB2IS4mX,order_w6iOHjC5iMXsop,,,cust_QG1uaye8LpOPSy,1333700,INR,card,mastercard,GATEWAY_ERROR,gateway,payment_authentication,authentication_failed,Payment could not be completed due to incorrect OTP or verification details.,soft,,3,3,2026-08-05T14:35:55.997650+05:30,2026-09-04T11:35:55.997650+05:30,,escalated,voice,0,+919988290878,ayaan.mehta298@gmail.com,,,,,,13337.0,0.0
04574db2-6c33-40b2-87e5-7c75f6e5f766,checkout_drop_off,,order_efV4ce3M9tCyzR,,,cust_DXPblzpf39cjgx,741600,INR,card,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,window_shopping_exit,Abandoned at cart_abandoned: window_shopping_exit,soft,,0,3,2026-08-05T14:54:01.997650+05:30,2026-08-05T14:54:01.997650+05:30,,closed,payment_link,0,+919876073019,deepak.patel999@gmail.com,,,,,cart_abandoned,7416.0,0.0
88b7ee4c-2bad-4dde-bf7e-df1ae73c677e,checkout_drop_off,pay_VvY40QAF5vaKAi,order_6H3bNL542bnJra,,,cust_wMbLhm3pZNhyPt,183800,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,bank_page_latency_timeout,Abandoned at otp_abandoned: bank_page_latency_timeout,soft,,0,3,2026-08-05T14:57:41.997650+05:30,2026-08-05T14:57:41.997650+05:30,,recovered,payment_link,183800,+917766526003,sai.yadav118@hotmail.com,,,,,otp_abandoned,1838.0,1838.0
dedaf128-9a6e-4722-ae06-9cae75afe27a,checkout_drop_off,pay_sx2I4fjKX4eIht,order_A5pb6RQ9HCx9cb,,,cust_FOEx76UwKjfmYq,290700,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,otp_not_received,Abandoned at otp_abandoned: otp_not_received,soft,,0,3,2026-08-05T15:16:06.997650+05:30,2026-08-05T15:16:06.997650+05:30,,closed,payment_link,0,+918899615894,nisha.joshi305@gmail.com,,,,,otp_abandoned,2907.0,0.0
326525e8-cf81-4fed-a20f-9327be9b34f2,b2b_receivable,,order_PwXLkyZgjMkv4A,,,cust_FnTy5rrcEay9IB,9600000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-05T15:18:12.997650+05:30,2026-08-05T15:18:12.997650+05:30,,recovered,email,9600000,+919900927592,ap@sigma.com,inv_J2ne3GDNmy4gsd,Sigma Heavy Equipment Ltd,29CACED7072B4ZQ,current,,96000.0,96000.0
5de29999-d456-49c8-bc3f-ac82b03ed83c,subscription,pay_4F8w2t9QuY5NMW,order_rYyPfm3X9DSBt4,sub_fAKKbOTpyNlGFa,token_cjfH30yNtVWSMf,cust_rv5MiJgYjFEkOF,919500,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_timed_out,Your payment could not be completed due to a temporary issue. Try again later.,soft,active,3,3,2026-08-05T15:23:43.997650+05:30,2026-08-17T10:23:43.997650+05:30,,recovered,auto_retry,919500,+917788033736,neha.shah421@yahoo.co.in,,,,,,9195.0,9195.0
202f1f6a-d277-4a9a-8a39-4607de66978d,checkout_drop_off,pay_1pH1MYhYzgdBUe,order_QeFiIMrHqQvYI8,,,cust_cPwJeRCbPMXskE,237000,INR,card,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,otp_not_received,Abandoned at otp_abandoned: otp_not_received,soft,,0,3,2026-08-05T15:33:03.997650+05:30,2026-08-05T15:33:03.997650+05:30,,closed,payment_link,0,+919123212617,saanvi.iyer903@outlook.com,,,,,otp_abandoned,2370.0,0.0
459e4df8-1433-47cc-969a-b068b165f852,b2b_receivable,,order_WfoZavJYaCPd0a,,,cust_igSJyFe3U9jP6A,7900000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_current,Corporate invoice overdue by 0 days (current).,soft,,0,3,2026-08-05T17:26:11.997650+05:30,2026-08-05T17:26:11.997650+05:30,,recovered,email,7900000,+919988145800,ap@trident.com,inv_2r02BcaYbB8lQS,Trident Agro Exports Pvt Ltd,06BEDCE9037B6Z1,current,,79000.0,79000.0
b04d0e9e-29c6-426c-ae04-1aace756a182,b2b_receivable,,order_uI8eZf6ooHYso5,,,cust_nfco7U6F7ef1CD,13400000,INR,netbanking,,INVOICE_PAYMENT_OVERDUE,corporate_buyer,accounts_payable_settlement,invoice_overdue_60_plus_days,Corporate invoice overdue by 75 days (60_plus_days).,soft,,0,3,2026-08-05T17:31:46.997650+05:30,2026-08-05T17:31:46.997650+05:30,,escalated,manual,0,+919988880328,ap@apex.com,inv_FhBPx4AJ4G1tFk,Apex Logistics Solutions Pvt Ltd,07ABBDB7347V9ZR,60_plus_days,,134000.0,0.0
170b09c9-db15-49fa-9afc-f68f1d380ba4,payment,pay_HNtTeAFGHU5EaR,order_AwQFfYPkxgizVJ,,,cust_0H68tu48UsvI6W,2316400,INR,upi,,GATEWAY_ERROR,gateway,payment_authorization,gateway_technical_error,Payment did not go through due to a temporary issue.,technical,,4,3,2026-08-05T18:53:37.997650+05:30,2026-08-27T15:53:37.997650+05:30,,escalated,voice,0,+919988619055,reyansh.mishra500@hotmail.com,,,,,,23164.0,0.0
f053cf9a-4c13-4696-bd35-70de0981d7b1,subscription,pay_ON7ZER22uXojtk,order_SINxNwcienS5sG,sub_HckjnjSYTj2Du9,token_w1gGOjQ6lLHfsM,cust_ZmiiL7rQ5WD1j3,128400,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,active,1,3,2026-08-05T19:02:48.997650+05:30,2026-08-11T10:02:48.997650+05:30,,recovered,auto_retry,128400,+917766691829,kavita.roy336@gmail.com,,,,,,1284.0,1284.0
754c7e96-d07e-4c9d-bfac-cb563052b686,payment,pay_CaHNdbFO5XbHjc,order_O09lwGEWcfI1dp,,,cust_E4f88vVrKB0VgQ,2605900,INR,upi,,GATEWAY_ERROR,issuer_bank,payment_authorization,bank_technical_error,Bank downtime. Please try again later.,technical,,4,3,2026-08-05T19:38:40.997650+05:30,2026-09-08T15:38:40.997650+05:30,,escalated,voice,0,+917766357843,diya.joshi41@rediffmail.com,,,,,,26059.0,0.0
15f18989-725e-417e-8246-ac7d59f5400e,payment,pay_nKl58yXXFszNWc,order_ThwL4FAWlu6jPJ,,,cust_peCu1C0clQYNHm,127900,INR,netbanking,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,3,3,2026-08-05T21:05:29.997650+05:30,2026-09-04T16:05:29.997650+05:30,,escalated,voice,0,+919900304074,priya.banerjee609@gmail.com,,,,,,1279.0,0.0
b30317dc-9865-4810-9bba-d5f5a4f47f79,checkout_drop_off,pay_Ori5YisdVuSOcb,order_faAEUeZ6uhpiJ7,,,cust_TzcUrrkGKU23S8,166300,INR,upi,visa,CHECKOUT_DROP_OFF,customer,checkout_funnel,bank_page_latency_timeout,Abandoned at otp_abandoned: bank_page_latency_timeout,soft,,0,3,2026-08-05T21:17:59.997650+05:30,2026-08-05T21:17:59.997650+05:30,,closed,payment_link,0,+917788069786,amit.mahanty29@gmail.com,,,,,otp_abandoned,1663.0,0.0
f48b0267-7e19-44f6-968c-9876296d559f,payment,pay_R8kyFbKfNGml9p,order_etdfyN3SoM6vuD,,,cust_CwA2iSMdyI5W30,412500,INR,upi,,BAD_REQUEST_ERROR,gateway,payment_authorization,insufficient_funds,Your payment could not be completed due to insufficient account balance.,soft,,3,3,2026-08-05T21:29:50.997650+05:30,2026-09-03T15:29:50.997650+05:30,,recovered,sms,412500,+917766382238,sanjay.mehta188@yahoo.co.in,,,,,,4125.0,4125.0
fe05a721-0513-4921-ab5c-d64732fcdf91,payment,pay_PbekKkL1hjIL1n,order_vKJ7Z3QRGr82wU,,,cust_F2907F6V3g59Zn,4387300,INR,upi,,BAD_REQUEST_ERROR,issuer_bank,payment_authorization,card_disabled_for_online_payments,Your card is disabled for online payments.,hard,,0,0,2026-08-05T22:08:41.997650+05:30,2026-08-05T22:08:41.997650+05:30,,closed,manual,0,+919876100849,nisha.gupta151@outlook.com,,,,,,43873.0,0.0
1eb11b2e-d230-4310-9265-6a15f9df953f,checkout_drop_off,pay_OQBD5vW98TtNz7,order_Kw8VtWmtxWx23z,,,cust_76wxzS6PaHizmW,310000,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,upi_intent_app_switch_failed,Abandoned at payment_method_selected: upi_intent_app_switch_failed,soft,,0,3,2026-08-05T22:15:06.997650+05:30,2026-08-05T22:15:06.997650+05:30,,closed,payment_link,0,+917788172657,rajesh.agarwal276@yahoo.co.in,,,,,payment_method_selected,3100.0,0.0
d10707f7-43fd-466b-8ef6-8dac3dfe300b,payment,pay_6rxrviIhxADp7I,order_XXlS6GFr01z0gi,,,cust_YdnLyeTlKM603q,1257200,INR,upi,,BAD_REQUEST_ERROR,customer,payment_authentication,payment_cancelled,Your payment has been cancelled.,soft,,1,3,2026-08-05T22:15:57.997650+05:30,2026-08-31T10:15:57.997650+05:30,,recovered,auto_retry,1257200,+919123206248,aanya.bose468@hotmail.com,,,,,,12572.0,12572.0
07ffae91-4c21-4085-9048-3668e5258b29,checkout_drop_off,,order_aCMco2dWJYYk4Z,,,cust_XOjcNsSRbVC54R,256000,INR,upi,rupay,CHECKOUT_DROP_OFF,customer,checkout_funnel,accidental_tab_close,Abandoned at cart_abandoned: accidental_tab_close,soft,,0,3,2026-08-05T22:43:46.997650+05:30,2026-08-05T22:43:46.997650+05:30,,closed,payment_link,0,+919876621643,aanya.agarwal992@hotmail.com,,,,,cart_abandoned,2560.0,0.0
